body,label
Your account is at risk. Reactivate now: http://facebook-reset-435.com.gq/reset/account/,1
Your password was changed successfully. No further action is needed.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-alert-611.com.top/alert/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-support-806.com.tk/support/",1
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://apple-support-840.com.top/secure/,1
Your latest bank statement is now available in your online banking portal.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://amazon-login-847.com.top,1
Your payment failed. Update your information: http://ebay-confirm-895.com.info/confirm/update/,1
Immediate action required: reset your password at http://facebook-account-598.com.gq/account/account/,1
Thank you for your feedback. We appreciate your input.,0
Unlock your account by confirming your details here: http://facebook-update-191.com.tk/verify/,1
Your password was changed successfully. No further action is needed.,0
Your password was changed successfully. No further action is needed.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your password was changed successfully. No further action is needed.,0
Your account will be deleted if not verified: http://ebay-secure-608.com.ru/secure/update/,1
Security alert! Review activity: http://paypal-alert-954.com.ml/secure/,1
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://microsoft-login-831.com.xyz/login/update/,1
Final notice: click here to keep your account active: http://google-support-250.com.ml,1
Your account settings have been updated as requested.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your password was changed successfully. No further action is needed.,0
Your account settings have been updated as requested.,0
Your account will be deleted if not verified: http://google-signin-194.com.pw/secure/,1
Thank you for your feedback. We appreciate your input.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Security alert! Review activity: http://apple-reset-443.com.pw/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Security alert! Review activity: http://paypal-signin-132.com.gq/signin/,1
Your account is at risk. Reactivate now: http://google-security-995.com.pw/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Welcome to our weekly newsletter. Here are the top stories...,0
The project is on track for completion. Let me know if you need anything else.,0
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-security-208.com.gq/secure/",1
Immediate action required: reset your password at http://paypal-security-728.com.ru/security/update/,1
You're invited to our annual event! RSVP here.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-login-688.com.ml/secure/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-security-792.com.tk/security/account/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account settings have been updated as requested.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://chase-login-916.com.cn/login/update/",1
Final notice: click here to keep your account active: http://apple-unlock-230.com.top/unlock/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-bank-919.com.tk/bank/account/",1
Immediate action required: reset your password at http://ebay-update-216.com.info/update/account/,1
Unlock your account by confirming your details here: http://paypal-support-652.com.ru/verify/,1
Security alert! Review activity: http://paypal-alert-792.com.info/secure/,1
Security alert! Review activity: http://google-bank-944.com.top/bank/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://dropbox-login-801.com.xyz/login/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-security-496.com.xyz/security/account/",1
Security alert! Review activity: http://paypal-support-614.com.cn,1
Unlock your account by confirming your details here: http://amazon-signin-752.com.cn,1
Your account is at risk. Reactivate now: http://bankofamerica-update-917.com.tk/secure/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
